category,file,line,severity,id
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/provider_auth.rs",31,"info","hv-1342"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/provider_auth.rs",35,"info","hv-1343"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/provider_auth.rs",43,"info","hv-1344"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/provider_auth.rs",175,"info","hv-1345"
"hardcoded-provider-names","crates/vox-orchestrator-types/build.rs",64,"info","hv-1346"
"hardcoded-provider-names","crates/vox-orchestrator-types/src/lib.rs",106,"info","hv-1347"
"hardcoded-provider-names","crates/vox-orchestrator/src/catalog_classifier.rs",39,"info","hv-1348"
"hardcoded-provider-names","crates/vox-orchestrator/src/catalog_classifier.rs",41,"info","hv-1349"
"hardcoded-provider-names","crates/vox-orchestrator/src/catalog_classifier.rs",42,"info","hv-1350"
"hardcoded-provider-names","crates/vox-orchestrator/src/catalog.rs",614,"info","hv-1351"
"hardcoded-provider-names","crates/vox-orchestrator/src/dei_shim/selection/virtual_models.rs",13,"info","hv-1352"
"hardcoded-provider-names","crates/vox-orchestrator/src/dei_shim/selection/virtual_models.rs",61,"info","hv-1353"
"hardcoded-provider-names","crates/vox-orchestrator/src/events.rs",833,"info","hv-1354"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/registry.rs",994,"info","hv-1355"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/scoring.rs",133,"info","hv-1356"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/scoring.rs",387,"info","hv-1357"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/spec.rs",198,"info","hv-1358"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/spec.rs",215,"info","hv-1359"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/spec.rs",223,"info","hv-1360"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/spec.rs",235,"info","hv-1361"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/tests.rs",30,"info","hv-1362"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/tests.rs",41,"info","hv-1363"
"hardcoded-provider-names","crates/vox-orchestrator/src/models/tests.rs",60,"info","hv-1364"
"hardcoded-provider-names","crates/vox-orchestrator/src/privacy_router.rs",174,"info","hv-1365"
"hardcoded-provider-names","crates/vox-orchestrator/src/routing/policy.rs",171,"info","hv-1366"
"hardcoded-provider-names","crates/vox-orchestrator/src/runtime.rs",186,"info","hv-1367"
"hardcoded-provider-names","crates/vox-orchestrator/src/runtime.rs",189,"info","hv-1368"
"hardcoded-provider-names","crates/vox-orchestrator/src/runtime.rs",191,"info","hv-1369"
"hardcoded-provider-names","crates/vox-orchestrator/src/runtime.rs",194,"info","hv-1370"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage_policy.rs",56,"info","hv-1371"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage_policy.rs",58,"info","hv-1372"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage_policy.rs",60,"info","hv-1373"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage_policy.rs",69,"info","hv-1374"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage.rs",452,"info","hv-1375"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage.rs",454,"info","hv-1376"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage.rs",460,"info","hv-1377"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage.rs",489,"info","hv-1378"
"hardcoded-provider-names","crates/vox-orchestrator/src/usage.rs",722,"info","hv-1379"
"hardcoded-provider-names","crates/vox-research-events/src/observation.rs",112,"info","hv-1380"
"hardcoded-provider-names","crates/vox-research-events/src/observation.rs",121,"info","hv-1381"
"hardcoded-provider-names","crates/vox-search/src/embedding_env.rs",46,"info","hv-1382"
"hardcoded-provider-names","crates/vox-search/src/embedding_env.rs",71,"info","hv-1383"
"hardcoded-provider-names","crates/vox-secrets/src/spec/registry/llm.rs",45,"info","hv-1384"
"hardcoded-provider-names","crates/vox-telemetry/src/types.rs",515,"info","hv-1385"
"hardcoded-test-data-in-prod","crates/vox-actor-runtime/src/notify.rs",148,"warning","hv-1386"
"hardcoded-test-data-in-prod","crates/vox-actor-runtime/src/notify.rs",174,"warning","hv-1387"
"hardcoded-test-data-in-prod","crates/vox-actor-runtime/src/notify.rs",191,"warning","hv-1388"
"hardcoded-test-data-in-prod","crates/vox-corpus/src/synthetic_gen/bodies/_routing_body.rs",226,"warning","hv-1389"
"hardcoded-test-data-in-prod","crates/vox-git/src/object.rs",121,"warning","hv-1390"
"hardcoded-test-data-in-prod","crates/vox-git/src/object.rs",123,"warning","hv-1391"
"hardcoded-test-data-in-prod","crates/vox-orchestrator/src/pii_filter.rs",43,"warning","hv-1392"
"hardcoded-test-data-in-prod","crates/vox-publisher/src/publication_preflight/tests.rs",93,"warning","hv-1393"
